Problem ID,Function ID,Instance ID,Algorithm,Best Solution (X),Best Function Value (F)
bbob_f009_i36_d20,9,36,BIPOP-CMAES,"[1.2735295243248292, -0.07590042280837209, -0.18316736496805783, 0.4527826728041755, -0.12187023805153059, -0.18410207222452685, 0.5017959340235186, 0.873409436165172, 0.6177470474698074, -0.22570139883360593, 0.6891528129547309, -0.4426288381844148, -0.2962241400898403, 0.4516706300226331, 0.45461239710129164, 0.425728569390538, 0.6880540073868857, -0.0729706208302299, -0.5743898591044689, 0.6298217143546256]",-8.254805740514477
bbob_f009_i37_d20,9,37,PSO,"[0.0375282829612649, -0.5624694372692237, -1.0954858489424975, 0.2984620663092615, -0.42722938402965843, -0.13876115733484368, -0.04830942680668415, -0.09295418901063027, -0.7131057711446268, 0.16187225135863229, 0.25099521300180994, -1.2686689759282446, -0.14348161348698282, -0.7204008046051771, -0.5515160370671206, -0.2030936203626064, 0.3434178886023025, 0.08034957825900402, -0.015184585693584407, -0.3837293907885263]",-116.4470142555797
bbob_f009_i37_d20,9,37,CMAES,"[0.1518457950102503, 0.5305264947934942, 0.5282743548839752, 0.25352725108520247, 0.37028488435938645, 0.29044891360878644, -0.36531855663043, -0.04527670669757633, 0.15793324893311933, 0.7354564535695394, -0.7435786836179208, 0.09669341598387948, 0.35080623063150007, 0.9638634954627481, 0.5206497918206558, -0.28528401491733923, -0.5013394753362297, -0.22202333822679599, -0.3105726569697982, -0.2722443203738436]",-132.03775306269054
bbob_f009_i37_d20,9,37,DE,"[-0.01111012321497569, -0.6143365079161811, -1.1937383157005903, 0.15953272246638944, -0.3530211120339254, -0.06615012238000323, -0.09478482324317791, -0.22694630964420223, -0.7084645411008481, -0.043255944454673734, 0.1277655352940228, -1.266111280279735, -0.0984798827024323, -0.691522176452832, -0.538588428246497, -0.22474728044427636, 0.280698027283632, 0.1516405001928035, -0.13468805855419153, -0.3548385893751086]",-105.41340282059417
bbob_f009_i37_d20,9,37,L-BFGS-B,"[-0.03616199686061915, 0.7183736772300924, 1.0526975364154365, -0.2430249552365097, 0.39851545946359845, -0.07407585556198862, 0.04506289844408932, 0.10885222389806454, 0.5951754266447197, 0.0014398439676673344, -0.18901076918335297, 1.2538538988826333, 0.17974819498599223, 0.628188371687194, 0.5248347417861984, 0.2417043291659083, -0.40282463979958333, -0.07044516384214773, 0.07555051566801617, 0.4911229010877803]",-135.84999995935212
bbob_f009_i37_d20,9,37,BIPOP-CMAES,"[0.07284118925420774, 0.3619462232042383, 0.23050198011469447, 0.2526816169416148, 0.0600972566204666, 1.0378925850001137, -0.6168173103570962, 0.13371164631231905, -0.8335036340315746, 0.3624714397612826, -0.6534753417271937, -0.6173719990974128, -0.44239012227672464, 0.16825756873702374, -0.06880809079031644, -0.4281047223015315, 0.19971513593301143, 0.056616244182560005, -0.2925773728002193, -0.15037099740294962]",-125.48470366601076
bbob_f009_i38_d20,9,38,PSO,"[0.48093278297031694, 0.8018582576146935, 0.5847991498645536, 0.4506049573605944, -0.5833926377947911, -0.09753562727570532, 0.5008148732894606, -0.6387015797445121, -0.538565628037213, 0.33134707324509877, 0.3216377112204151, 0.4973178473220534, 1.1772765113050527, -1.241510543267245, 0.10839916005257637, 0.19144236239033163, 0.029430256265882405, -0.11755319639032628, 0.7439932587425387, -0.15652730009726834]",-10.657242055061872
bbob_f009_i38_d20,9,38,CMAES,"[-0.5069558251511621, 0.08650624527718165, -0.033205272769963656, -0.33188900190533044, 0.6397490065814573, -0.15309707071271283, -0.7539230868544058, 0.564968873591658, 0.2556729741015893, -0.655687160557398, 0.2912427820834429, -0.22028867570770228, -0.9416146562499987, 0.2736763445145849, 0.18481360663864432, -0.27138047886796635, 0.29466447952168373, -0.4273383388999399, -0.5407853171901742, -0.16511134299858732]",-83.5816121797428
bbob_f009_i38_d20,9,38,DE,"[-0.22054784901807076, -0.014550353160555696, 0.36782805536242136, 0.305506956745773, -0.3377161387952362, 0.5411251737176419, 0.4938335554217615, -0.3009057764174247, -1.1136119970841927, -0.08185812994019045, -0.49796822790446954, -0.31420979027076756, 0.039679105636958784, 0.5908001723099073, -0.04533098566598162, -0.5116637068367277, -0.8518671420969912, 0.867600327335029, 0.12197801850257846, -0.923795435028286]",-47.48157784537535
bbob_f009_i38_d20,9,38,L-BFGS-B,"[0.26827625084190115, 0.16159168852734965, -0.46889701652874555, -0.18507500185122494, 0.424269754719803, -0.491954676632677, -0.4671564329730279, 0.3922431575244999, 1.0409440203363096, 0.1259063650643857, 0.3815712087788707, 0.12170758008406662, -0.07526348593055393, -0.5380416055462703, 0.11775773442746164, 0.49451229748299613, 0.8565478072057545, -0.8533053249927068, -0.29193167630445266, 0.7024441917660493]",-88.60999997347604
bbob_f009_i38_d20,9,38,BIPOP-CMAES,"[-0.48030819945777037, 0.09374076998292259, -0.02288796038326226, -0.31757422959748854, 0.5547341676503792, -0.2054105908585264, -0.7655608907726172, 0.5367348684810784, 0.1493973707116506, -0.781509270616287, 0.3655916741518684, -0.27310653313751015, -0.9379802968538644, 0.32474880567072, 0.12723019611021713, -0.26256182646219917, 0.24090414046696454, -0.4108590913370913, -0.46131356066696455, -0.2532126973947721]",-82.85534633618066
bbob_f009_i39_d20,9,39,PSO,"[0.18046180996313793, 0.01622401837081939, -0.29215705869394804, 0.6561199195692862, 0.08054689407803196, 1.7514948920239675, -0.18304423387977067, 0.17487130288021174, 0.747191073679813, -0.8896389180561253, 0.4944575534194485, -0.05813139997516629, 0.638789354136517, 0.1780922507075287, 0.2966782152945459, -0.9303900014832801, 0.3370805268405421, 0.17342203334377923, 0.1831694770852101, -0.5986640725221031]",354.647814649249
bbob_f009_i39_d20,9,39,CMAES,"[-0.15355519925511452, 0.1749567165946022, -0.08050869501856805, -0.4951986200842615, 0.6519350905242742, -0.8004479421047055, -0.2508826559759054, -0.3471149301729932, -0.27761795315501203, 0.5559033267105189, 0.0766836093298453, -0.9842300569618043, 0.18495300818286609, 0.14819811472664224, -0.1832273849045638, -0.6913969506947915, 0.5831215391896141, -0.07598396117768047, -0.12826523481466268, 0.3812810038814298]",190.4772726933116
bbob_f009_i39_d20,9,39,DE,"[-0.13710077158450845, -0.18907018057050295, 0.12043672721318745, 0.08729881593677746, -0.5277359834093138, 1.0034086342787125, -0.8114999527554331, -0.305845832592751, 0.016628864042239955, -0.381087068992292, 0.7092811806076105, 0.6043949535238979, -0.33422829351458183, 0.34146314038276093, 0.01901739148536344, -0.1414166215409266, -0.331781757387987, -1.022217812358289, -0.1004060717399235, 0.3142987258013794]",226.51389391060331
bbob_f009_i39_d20,9,39,L-BFGS-B,"[0.0031109485175390594, 0.1946995110130969, -0.13960176644069747, 0.19899589530250586, 0.6953979749842478, -0.9709425238250715, 0.9255910662795677, 0.28957346477715407, -0.06507200349732632, 0.34626048038291896, -0.7336956652349147, -0.7117906189396019, 0.2557592818278261, -0.2528549076605644, 0.02349394535163077, 0.09993310677946887, 0.2025777702359539, 1.0722873432028586, 0.10917525626567268, -0.15598075035104672]",185.63000005648564
bbob_f009_i39_d20,9,39,BIPOP-CMAES,"[-0.1516447962798402, 0.1764779214944326, -0.021241352828108857, -0.41364422529644507, 0.6202961902768124, -0.8509150793082331, -0.4763757595259126, -0.3898912732308092, -0.34426924679845117, 0.6089252781684252, 0.14886073147653134, -0.7926198914190287, 0.21447407259963605, 0.2194199467217985, -0.10455682142799554, -0.6876256128808599, 0.5443912788997188, -0.16895759632622204, -0.12577367368688291, 0.4203419757461226]",191.45602730467573
bbob_f009_i40_d20,9,40,PSO,"[0.995153504840758, -0.5891796647811036, -1.7105511129038504, 0.6431243697051081, -0.005357333847342362, 0.28447889551650124, 0.005908944414531263, 0.3628764345102597, 0.006876546536699089, 0.3339371781754051, 2.5021964245142456, -0.6704238030817353, 0.23389198008321518, -0.009448783337872272, 0.6084877399660064, -0.8630721534055338, 1.479459640059789, -0.9106282900139564, -1.6247181727034772, -2.1334665923999867]",190.2138252977595
bbob_f009_i40_d20,9,40,CMAES,"[-0.13576361024662997, -0.1944223878296958, 0.25818970846856537, -0.2890002386933457, 0.08344579537702046, -0.6468090524189378, -0.46514181907101015, -0.20647376352967495, 0.2089603638808244, -0.7812450455174726, -0.5454480783959141, 0.37043505813708677, 0.4530120091761276, 0.006811371806954902, -0.8455226900185755, -0.18361946248121175, 0.18605107499048845, 0.23115276283547637, 0.31111647687636435, 0.9330089759364508]",86.63061793400136
bbob_f009_i40_d20,9,40,DE,"[-0.7206659174432274, -0.42472239486611085, -0.3884950404250649, 0.31244217648068745, 0.1244290046907969, 1.0849353641401536, 0.48396456513133923, 0.48139389162954793, 0.01343536794183349, -0.6201975267656192, -0.5140558610240402, -0.051420169353971125, 0.16466082503406934, 0.1782434153664408, 0.48920233439705946, 0.13220815466005956, -0.3710163076581572, 0.24054574462890466, -0.2688180909090415, -1.1166843058004616]",117.61772204994668
bbob_f009_i40_d20,9,40,L-BFGS-B,"[0.8131315342644478, 0.3938785442382206, 0.24105433555019384, -0.3898410155253945, 0.03992110522277669, -1.0275975579171177, -0.24276433133034842, -0.42280583208472927, -0.21437395566231243, 0.7802002712604893, 0.4497215361845977, -0.024083646040642642, -0.13039177604007077, -0.323413121623138, -0.6357084133022215, -0.22185294568778757, 0.3330103042078981, -0.28542433851335347, 0.06619776452978422, 1.024253925957797]",81.31000004340278
bbob_f009_i40_d20,9,40,BIPOP-CMAES,"[0.19834677414883567, 0.09080180059879034, 0.5555471487496654, -0.3103378329766836, -0.031020405381220296, -0.8001816585528467, -0.3836332111262595, -0.16016201018640935, -0.05045480537621976, 0.04007844143994728, -0.5537844649708193, 0.24596196958275715, 0.15255647582275741, -0.29288314416941286, -0.7067870946009325, 0.017522428347287084, 0.02165229005965058, 0.11113446242420874, 0.36202442243166433, 1.2500488461074886]",83.35684794967632
bbob_f009_i41_d20,9,41,PSO,"[-1.1005709249451616, 0.8539678513426157, 0.44468010199477853, 0.15473621661780768, -0.860010326764806, 0.28442725268111274, -0.5644895936595131, -0.29357020401748257, -0.24970442627219713, -0.22450711358678313, 0.6096943773873251, -0.18760071416381877, 0.3037983236188372, 0.1637566487442342, -0.30298924832706053, 0.17703304239472553, 0.3061588422248947, -0.2620122799790829, -0.29603961122931766, 0.5017596448357254]",3.1785261597045746
bbob_f009_i41_d20,9,41,CMAES,"[0.7518404238187166, -0.7497257046587933, -0.09645349352869825, -0.003042750851408371, 0.3092113918680326, 0.0031947033379085, 0.41058747371666193, 0.07763085364419808, 0.20198290704269617, -0.3358527378826608, 0.10811477329242791, 0.36594831234070035, -0.7001913897110903, -0.4884158578354283, 0.16180954977714634, -0.501927593957169, -0.2168065613441792, 0.2919260796144627, 0.7938970377958654, -0.758485599045283]",-13.877458446386573
bbob_f009_i41_d20,9,41,DE,"[-1.0420700864943664, 0.8887716209367331, 0.32372483930423007, 0.35432110159442776, -0.8430178384982336, 0.27001332812750034, -0.5042904230862572, -0.40959926502494715, -0.25805630412254443, -0.020274401886249016, 0.5414513543170989, -0.03965009264085914, 0.45108647301876104, 0.19469195837208597, -0.22126645640269782, 0.014461073984631756, 0.2849379612550135, -0.41838082985314984, -0.26026425167602263, 0.4166699166467592]",26.76019328149095
bbob_f009_i41_d20,9,41,L-BFGS-B,"[1.1997138417963367, -0.3394807049528905, 0.015670572920750345, -0.7843329751115423, 1.4550701897817062, 0.25057546085712623, -0.134393194834518, 0.366907304852125, 0.36334762718455255, 0.27614940204898614, -0.36423439218034454, 0.7095888789165755, 0.17053512658801187, -0.022171478065682905, 0.7231119953054871, 0.4584163679075556, -0.1664901376346424, 0.5239608528494509, 0.08006833090134031, -0.7448264170550218]",-11.37337614532885
bbob_f009_i41_d20,9,41,BIPOP-CMAES,"[0.27891053146992256, -0.367650741667373, -0.6848135173850547, 0.05553250272180901, -0.2437814609644027, 0.4679012894495589, 0.1690785999452761, -0.16135384326941085, 0.053407048484654954, -0.15070625468995652, 0.9938090196448066, 0.11038221583876137, -0.2271425443688816, -0.6070598886520642, -0.5850539955050635, -0.1709095250638814, 0.3843720415731408, 0.04905079423863429, 0.995268734580923, -0.12643012228340522]",-7.988655278637297
bbob_f009_i42_d20,9,42,PSO,"[1.017361574897494, -0.3387696458407627, 0.37018768813055436, -1.481694284756795, -1.0094637883464213, -0.08693033255646442, 0.13023745036411016, 0.42723769287381175, 0.037574537642553266, 0.7402625632348347, 0.22970574505253363, 0.3682007175220977, 0.4971794238425976, 0.5457888286046952, -0.15878766653116558, -0.5061442217169771, -0.37994695891102753, -0.009422144212407325, 1.1776340225044621, 0.2259927770972229]",78.01063614074457
bbob_f009_i42_d20,9,42,CMAES,"[-0.332292608484722, 0.9517994687169633, -0.07536834695410644, 1.1340576680435612, -0.3785188173621723, 0.24472677390772724, -0.3023516601905287, -1.248915789453386, 0.44514425359377263, 0.15799664679529535, -0.18947631310079416, -0.6591969622529135, -0.3172603558921221, 0.08696104300145091, 0.31470690805331714, 0.31700265060552546, 0.6851490037618113, 0.0843568177226377, -0.6439609430751503, 0.24498530953172626]",-5.424707741403295
bbob_f009_i42_d20,9,42,DE,"[0.32918093021534245, -0.1852187656629079, -0.028664696098879117, -0.49833588528119305, 0.7737122090812183, 0.37419735356191686, 0.19021496575886748, 0.293501695131612, -0.39297713361073516, 0.09984572366474906, 0.21042242953326806, -0.13086420404516796, -0.4560900976388024, -0.28035943855446666, -0.17374364268206782, -0.3650640334483412, 0.05587673392676035, 0.015063162436165567, -0.1197359440030688, -0.17359190510472053]",133.03124580227856
bbob_f009_i42_d20,9,42,L-BFGS-B,"[0.6310913366035303, -0.31268942982169684, 0.047254463541732177, 1.0489802581519794, -0.36938142819852643, -0.9829103060570988, -0.7593284807648644, -0.17821343663599507, 0.10206691959290988, -0.19497585526332073, -0.553269010703723, -0.5408608971993238, 0.408795883624999, -0.005603185347710242, 0.2567189406699065, -0.10488438636287035, -0.5515912875665032, -0.35207162926382934, -0.3564278044821447, 0.4940416665336816]",-13.179999996662131
bbob_f009_i42_d20,9,42,BIPOP-CMAES,"[0.2380000661104945, 0.3706784952828996, 0.007321661352377982, 0.07042623334007583, -0.37810493003814577, 0.5386549299107579, 0.2818199599665315, 0.11181531062176837, -0.969841672012461, 0.32048705800802174, 0.991319558883639, -0.006988948110528262, 0.13016787727549797, -0.352184505613774, 0.7196253491272508, -0.23035561886626013, 0.6073167465805636, -0.04078813781350356, -0.23241524399193544, 0.22975714778982056]",-2.8660422637618748
bbob_f009_i43_d20,9,43,PSO,"[-0.6796315604283876, -0.4203405688558179, 1.0987938054070585, -0.2720910313730732, 0.19183586496921728, -0.12887199568791488, 0.33068102749073053, 0.17767122609741376, -0.21709796259860428, 0.023458200118466593, 0.5075863290328071, 0.07660326314448729, 0.6248950595447005, 0.25760887139646677, 0.4240180719045546, -0.4311910671125436, -1.2099963091792798, -0.022367257297170637, 0.1716903258327199, 0.23705100163414397]",-41.70341038629773
bbob_f009_i43_d20,9,43,CMAES,"[-0.39040564242184583, -0.055178364746730324, -0.6724739686074601, -0.0021571865735410256, -0.7467326036601678, 0.4115944723745333, -0.03670451301933397, -0.6055893493241458, -0.10822495896232809, 1.081125866871676, -0.4826269029573149, 0.07492963694044619, -0.1699566483287871, 0.36600049534495493, -0.4127545024922563, -0.3372859616396999, 0.10375050473357295, -0.07266270882308756, 0.5494696913449673, 0.08931024492321349]",-54.53883025188237
bbob_f009_i43_d20,9,43,DE,"[-0.572326251445296, -0.5244774806164817, 0.8978436260452071, -0.38380137079606974, 0.06634579021889093, -0.07778252768870307, 0.4065806177072473, 0.09754891464792528, -0.0920683241049613, 0.3968323313972314, 0.5723025048403786, 0.04549337184901642, 0.6409877185183142, 0.08622034869347134, 0.2910205106710837, -0.43803099314591687, -1.106407478403499, -0.005661440118739376, 0.1977062360174008, 0.4155469774556215]",-33.866992091386194
bbob_f009_i43_d20,9,43,L-BFGS-B,"[0.6886685815143733, 0.4276334908375867, -1.1160339572394253, 0.2808236901484418, -0.2028132195252732, 0.12121790277832681, -0.33313737758720313, -0.19567832425780912, 0.21913812695829368, -0.0169538747341216, -0.5210800754794799, -0.07027876886157909, -0.6456995941987198, -0.2708418150523192, -0.43293641824871687, 0.4388570488239787, 1.2367089936718128, 0.02120329631748463, -0.17216833662701173, -0.2423623940275616]",-60.51999997319093
bbob_f009_i43_d20,9,43,BIPOP-CMAES,"[-0.9532380054687509, 0.4273915917960527, -0.41141378758345826, -0.05524841599031098, -0.9520645182550203, 0.3462129381321042, -0.329620568564135, 0.17866466542163306, -0.32726053068187894, 0.48044802053063085, -0.24362324070125665, -0.16706383377291129, -0.49928909687816947, 1.334698045996859, -0.03407860017818301, -0.055348250776909136, -0.7562539133311896, -0.16887402084047567, 0.4662429804218505, -0.4997373335522314]",-49.1911358660231
bbob_f009_i44_d20,9,44,PSO,"[0.2935102561338191, 0.511940168995174, 0.5268645135051663, 0.3066316979821001, 0.5901397615553634, 0.15681581183988055, 0.7442581317497865, 0.365353712413839, -0.123445271692721, -0.24833147872560526, 0.35830924705669376, -0.10891011898714631, -0.5400178223082449, -0.010592566144341942, -0.5842144933941972, -0.01094538698911887, -0.14075172919515722, -0.014207244524371838, -0.5283402138181941, 1.0501024971720696]",200.31754207647776
bbob_f009_i44_d20,9,44,CMAES,"[-0.03541964051252222, -0.0393241568103484, -0.18368871953641275, 0.6047292477328883, -0.08786206685045705, 0.5082858642451562, 0.05742166614641775, -0.10557131124815733, 0.5359317021082424, 0.1559579315835009, -0.17344224353650173, -0.7605431556415381, -0.6594093768620386, -0.2647461260719872, -0.34616568855999486, -0.03815261744097587, -0.6131777918916095, 0.5897829567498434, -0.7625656454810867, 0.6692138469370761]",194.01550212773668
bbob_f009_i44_d20,9,44,DE,"[0.19016818013257206, 0.44176195245230604, 0.5718588881572318, 0.07442651502305882, 0.5637197780773756, 0.13990681827487123, 0.850152196085693, 0.08927946812964821, -0.22628792224081257, -0.11400637153208192, 0.22375751542447625, -0.01043733483769671, -0.6114777630459418, -0.07830237225535275, -0.4579692457362653, 0.03534875760540948, -0.06887189370839088, -0.25858060201966887, -0.4430438568691211, 1.1367736499294323]",219.56521876277586
bbob_f009_i44_d20,9,44,L-BFGS-B,"[-0.1975143180872223, -0.7602653490696417, -0.6840387573835476, -0.2594707072785565, -0.9539275416153863, -0.055635526201619476, -0.8843248746989545, -0.6234057019560642, 0.3085941770968429, -0.21857656199748024, 0.051820264583552746, -0.34224752170963463, 0.4360578450870897, -0.12878037590463173, 0.19002145669674858, -0.24993820807097605, 0.24049104821942924, 0.3117720179942363, 0.2832780396152322, -0.9801216097707792]",184.40000009650777
bbob_f009_i44_d20,9,44,BIPOP-CMAES,"[-0.48136951771440145, -0.47904313853751024, -0.21170349978216924, 0.3444411306705067, -0.03699710594584831, 0.7303216260128493, -0.34270747168462573, -0.15961849174657144, 0.6616257755632107, 0.17943082830518908, -0.003280160748225432, -0.9520049957691279, -0.3796665451657452, -0.11451013938222872, -0.33156057066756095, 0.20436662206070677, -0.6668627320043468, 0.3817594743882915, -0.5724104118255954, 0.21598569876685877]",191.1404878976273
bbob_f009_i45_d20,9,45,PSO,"[-0.43902777857010983, -0.27916497891501185, 0.31220134865023935, -0.27202013865340735, -0.098115158495404, 0.21860671821448002, -0.16741414686128678, -0.22410835731832152, -1.0723671301825353, 0.17256917307668657, 0.10117437729038688, -0.14992361994496545, 0.4652600836098373, 0.04064163714817107, 0.653522336712997, -0.6849733338400309, 0.4712364979078654, 0.8073591602578329, 0.33771736504765143, 0.6699804912085632]",245.33850786640056
bbob_f009_i45_d20,9,45,CMAES,"[0.08081647181871965, -0.16623258943585295, -0.3509020079071252, 0.27410490933574483, 0.3735970365585253, 0.07180308286721271, 0.13851860520674641, 0.3583943623014356, 0.23012356886322305, 0.06466886852966791, 0.16430272755770403, 0.31391297258478623, 0.18664855196367824, 0.848876391726268, 0.28791167894008396, 1.4015801090799318, -0.013287328052222769, -0.18110284658054976, 0.37271482720686944, 0.5408405346657696]",233.3102416372159
bbob_f009_i45_d20,9,45,DE,"[-0.32557238524118026, -0.20392535388003963, 0.4110404313870094, -0.2300677325656801, 0.18989741358320097, 0.18334175829899113, -0.1292099325077805, -0.4464591089127353, -0.9991322452152965, 0.007983989546411704, 0.2532557255888125, -0.22053845821267692, 0.39160765581972634, -0.0798386429848075, 0.7750946983803066, -0.8971517231543292, 0.39933633274581964, 0.6833279573521711, 0.04314350998896535, 0.6759825616482684]",255.33625086364356
bbob_f009_i45_d20,9,45,L-BFGS-B,"[0.35953500943203565, 0.2493177237574833, -0.4744630363927259, 0.23588031307631263, -0.04736564726188627, -0.22837841431064157, 0.09241409034465319, 0.44752081127391385, 0.9450658271797021, -0.04632727700422065, -0.19476957437696377, 0.19164137116169394, -0.4464347897424808, 0.09574720153964757, -0.7898019262864685, 0.8992432302181605, -0.45852266534653585, -0.8614860589965185, -0.13039567374603875, -0.8271960500779761]",227.77000006016794
bbob_f009_i45_d20,9,45,BIPOP-CMAES,"[-0.5836052777209539, -0.03864248359146138, 0.20206563313558148, -0.22926773900229794, 0.287130209363281, -0.02822943232332333, -0.2712475198486264, 0.3203697105618484, -0.7331715603614206, 0.33212800151103544, 0.3443131888800259, -0.17899604073172337, 0.582052454546957, 0.9916786982279271, 0.7437103505478363, 0.5975454249782236, 0.36469940095590714, -0.09890571975712217, 0.1623449264551498, 0.2510489531768723]",239.06416661375738
bbob_f009_i46_d20,9,46,PSO,"[0.45139918944935514, 0.179307544362219, 0.07315516561785479, -0.7692001486070686, -0.6386710581208187, 1.1551815229138767, -0.07597061023419238, 0.547508455842431, -0.5801845891371278, 0.3525871278407494, 0.4004489945706417, -0.2674002839367367, -0.6878297076148464, -0.16710790068911557, 0.22461101383611534, -0.8788082227668783, -0.4455068349415272, -0.3652320917521612, -0.9219946859092842, 0.3412227675391189]",176.35486458889875
bbob_f009_i46_d20,9,46,CMAES,"[-0.7985991964449557, -0.38697415764795107, 0.0455466915142031, 0.23358119937289246, 0.7956617381963689, -0.6370766768153411, 0.1550452013529524, -0.21848704448474532, 0.436844370681829, -0.012331183920664124, 0.1582757353735218, 0.4187090452371507, 0.7367591351935552, -0.21684814705773903, -0.037188456526454416, 0.27754903301081946, 0.35834841745220647, 0.5743033795296331, 0.7105668914246541, 0.13700875694522452]",98.61322619588954
bbob_f009_i46_d20,9,46,DE,"[0.43488398763532427, -0.07500975843390423, -0.13291023549766753, -0.1534620234921097, -0.7460375322864952, 0.6329349537604394, -0.6249503747415688, -0.2193194176915435, -0.6544398956957728, -0.32222694243504374, -0.8849689961443019, 0.24185981424374817, -1.2084706978883415, 0.0059061253271207315, 0.03561240455045131, 0.2786390070586733, -0.021337958641019797, -0.8465847110558578, 0.19017589420480308, -0.1327077290073201]",125.5312067893931
bbob_f009_i46_d20,9,46,L-BFGS-B,"[-0.7428508614979091, -0.2631269607030945, 0.17551206784667667, -0.29374835183482434, 0.7410379806571633, -0.3967799280840781, 0.3688906993341035, 0.32568480608118267, 0.6572021882238136, 0.35408611196938083, 0.8392341009766534, -0.060275177999793324, 1.0616048674735523, -0.26993975333108755, 0.1157407333954221, -0.32679373197450085, 0.042343538761164715, 0.8256605066034635, -0.15629471780646156, 0.1406795614016622]",96.4000000189521
bbob_f009_i46_d20,9,46,BIPOP-CMAES,"[-0.8481028258524771, -0.3949897694994771, 0.15776988430760636, -0.5993037979562189, 0.1624299418661071, 0.40182236658849607, -1.056005011104716, -0.7317607505611144, 0.322197390879502, -0.4463298515372705, -0.21081113493470754, 0.2865522505155671, -0.2531468565555544, -0.5721911983638083, 0.26139422582823785, 0.9946602070123959, 0.7179353051929912, -0.14116266697783617, 0.4644983168832643, -0.5624208952032881]",107.65438024233285
bbob_f009_i47_d20,9,47,PSO,"[0.6488196674236374, -0.022031290113233192, 0.2746449715186739, 0.5658121015439448, -0.40492211661753363, 1.1720480023476123, 0.16383620462920184, -0.4600797683506191, -0.1709287474635199, 0.53705908099363, 0.4093309680132214, 0.14470044309271132, -0.5112208482504318, 0.5649195637657151, 0.06133578135822991, 0.2910128156126316, -0.37576273009562555, -0.0007806439179716912, 1.2244975787316421, 0.6500453994841311]",-73.39623568303828
bbob_f009_i47_d20,9,47,CMAES,"[-0.5434443913740443, 0.4216067786859421, 0.16388571979746747, 0.3770448287921857, 0.3963759554298951, -0.4810749906439069, 0.9654749772010103, 0.3083969523606056, -0.49157204690106493, -0.2033069743668685, 0.3057002342721207, -0.31089877542664723, -0.11221195525935723, 0.22572493028049223, 0.020443346561979325, 0.9002576090346945, 0.4654400620605088, 0.3545070934248038, 0.34450741802014306, -0.32959180328922955]",-85.62918970063461
bbob_f009_i47_d20,9,47,DE,"[0.4772143274926556, -0.13565043337421417, 0.6676360258263305, 0.2701989899050765, -0.3610192245213826, 0.5689167177784981, -0.3943072082779749, 0.08006055034649537, 0.3627650724127976, 0.5895508417708895, 0.24163511482244654, 0.3285541646620309, -0.21160645873744727, -0.008963790641169991, 0.8715244809956506, -0.8478061175482625, -0.03135767824990987, 0.3432240338820687, 0.9321341517034218, 0.7036501997871483]",-52.19629842873649
bbob_f009_i47_d20,9,47,L-BFGS-B,"[-0.5683839307741854, 0.23699857561619672, -0.7020879425559481, -0.17549770525258807, 0.43470875599668746, -0.6832411064777565, 0.23931880275426268, -0.01890341151753097, -0.2575615877729736, -0.5099589042517765, -0.04086418570350451, -0.3280849589752826, 0.38062447450036496, -0.005077243376090792, -0.7210799869204635, 0.7947689510213524, -0.099348245176231, -0.37596268062596394, -0.9731895581952835, -0.7435967200874848]",-90.449999975432
bbob_f009_i47_d20,9,47,BIPOP-CMAES,"[-0.3394593042308159, 0.258504535388164, 0.12899927481507528, 0.4076124743300769, 0.024413002100928238, -0.2739621406943543, 1.0157796735684788, 0.3685309425837949, -0.23968875487450753, -0.013728282348553071, 0.6223239394903103, -0.3229209883928985, -0.48363156512576144, 0.342039041699787, -0.10148180900544201, 0.7085704745505386, 0.5386768342897043, 0.6291386701930254, 0.4510073299211785, -0.20578372607860693]",-83.434371727309
bbob_f009_i48_d20,9,48,PSO,"[-0.3768115574034371, 0.5861328283438801, 0.8684998499694295, 1.0063314243378736, -0.5770058518856407, -0.6193700425363571, -0.7315135891156392, 0.6184633224626616, 1.1271314047739671, -1.0616761408533675, 1.1402521282634608, -0.2724817606155911, 0.7541830394787971, -0.08984883997755964, -0.5996559473692487, -0.5217311845597776, -0.3162526264621894, 0.6825913241729823, 0.5306388126783109, -0.03681237495394466]",115.46835581541491
bbob_f009_i48_d20,9,48,CMAES,"[0.25082702369304233, -0.34383634045884826, -0.4255066558455276, -0.17613415828184653, 0.5707630693364099, 0.2958745593402421, 0.32612718201519453, -0.6291906064329744, -0.807125311186824, 0.5759391811742542, -0.5180953140346709, 0.3483735538789574, -0.5420132786626732, 0.2091133928725668, 0.2598721072990662, 0.11889872889034958, 0.2211098080532281, -0.15572701049792848, -0.610212439902992, 0.6257914890470833]",47.21815200612051
bbob_f009_i48_d20,9,48,DE,"[-0.7882055640144643, -0.03307157804879981, -0.696300527651158, -0.3659630813183896, 0.35442549009245705, -0.1452560656323915, -0.10925621164192093, -0.1440023376318742, -0.06137472666483823, -0.09265677833351865, 0.06503959656983341, -0.48023352931157803, 0.02952732312935971, 0.03599888860193906, 0.7829009442766881, -1.4951740238348892, -0.560885614599848, -0.21323112801755456, -0.8191005853881702, -0.920910221618896]",97.0187700137906
